id,Message text,Текст Сообщения,Тематика,Ответственное лицо,Категория,Kategory
1515,"The entrance to the antenatal clinic N6 has not been cleared, the depth of the ice rut is more than 10cm. Also, the sidewalk is in a deplorable, uncleaned state. A person with sore legs is one torment to go.","<p>Подъезд к женской консультации N6 не очищена, глубина ледяной колеи более 10см. Также и тротуар в плачевном неубранном состоянии. Человеку с больными ногами идти одно мучение.</p>",Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Администрация Железнодорожного округа города Курска,0,3
2058,"Hello. Previously, they filed a complaint about the lack of an essential drug called infliximab for my husband. The answer came that this drug is not available on the territory of the Russian Federation. How is this possible if in the Internet source the manufacturer is CJSC Biocad - a Russian company?! Please explain who is the manufacturer of the drug infliximab ?? Replacement of the drug is not possible due to inefficiency.","Здравствуйте.  Ранее обращались с жалобой на отсутствие ЖНВЛП под названием инфликсимаб для моего супруга  . Пришёл ответ, что данного препарата на территории РФ нет .  Как такое возможно ,если в интернет источнике производителем является ЗАО Биокад - российская компания?!
Разъясните пожалуйста кто является изготовителем препарата инфликсимаб ??
Замена препарата невозможна в связи с неэффективностью .",Нарушения связанные с обеспечением лекарственными средствами,Комитет здравоохранения Курской области,4,Another
640,"Bus routes 267,254,267 `a` are very rare. Summer residents have to wait from 40 minutes to an hour. And there is nothing more to get from `Abkhazia`. These buses cannot be tracked by mobile, as other routes do. One of the drivers of this bus said that the owner demands daily earnings, and then free time for drivers. So the passengers are standing, waiting, but there are no minibuses. We do not know where to call about this disgrace, so we wrote to you. Help us!`","<p>Маршруты авто бусов 267,254,267 `а` ходят очень редко. Дачникам приходится ждать от40 минут и до часа. А от `Абхазии ` больше доехать нечем. Эти автобусы нельзя отследить по моб., как это делают другие маршруты.Один из водителей данного автобуса сказал, что хозяин требует дневную выручку , а дальше свободное время водителей. Вот и стоят пассажиры , ждут, а маршруток нет. Мы не знаем, куда звонить о этом безобразии поэтому написали Вам. Помогите нам!`</p>",Недостаточное количество транспорта на маршруте при осуществлении муниципальных (пригородных) перевозок,Комитет транспорта и автомобильных дорог Курской области,8,Another
1184,"In the second entrance of house No. 3 on Herzen Street, for several weeks now, there has been an unbearable smell of sewerage.",<p>Во втором подъезде дома №3 по улице Герцена уже несколько недель невыносимый запах канализации.</p>,Неприятные запахи,Государственная жилищная инспекция Курской области,16,Another
549,"Good afternoon! Along the linden alley (understudy of Soyuznaya street on the site: the fitness center “Ocean Trio - Park - Temple”) a pedestrian zone was previously installed with signs “Pedestrian zone” at the beginning and at the end of the section), but the sign at the beginning of the section disappeared (screenshot of the photo where it is was attached). At the same time, the alley is very popular with children and adults for cycling, scootering and rollerblading. Now the pedestrian zone has turned into a road with quite heavy traffic, which will inevitably lead to accidents with victims. I ask you to restore the “Pedestrian Zone” sign and strengthen control by the traffic police over compliance with traffic rules, one traffic police crew during the evening will be enough to restore a popular recreation area among the residents of the district. Thank you.","<p>Добрый день! По липовой аллее (дублер улицы Союзная на участке: фитнесс центр “Трио океана - парк - храм) ранее была установлена пешеходная зона со знаками ”Пешеходная зона` в начале и в конце участка), но знак в начале участке исчез (скриншот фото где он был прилагается). При этом аллея очень популярна у детей и взрослых для велосипедных прогулок и катания на самокатах и роликах. Сейчас пешеходная зона превратилась в дорогу с довольно интенсивным движением, что неминуемо приведет к ДТП с жертвами. Прошу восстановить знак “Пешеходная зона” и усилить контроль со стороны ГИБДД за соблюдением правил ПДД, одного экипажа ДПС в течении вечера будет достаточно для восстановления популярного у жителей округа места отдыха. Спасибо.</p>",Дорожные знаки на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0,Another
2551,"The stench from the basement is feces, the apartment stinks, it is impossible to open the window, the Criminal Code has not reacted for several years, the stench does not go away, who will be responsible for this?","Вонь из подвала фекалиями, в квартире воняет, невозможно открыть окно, УК не реагирует несколько лет, вонь не уходит, кто за это ответит?",Несвоевременный (некачественный) текущий ремонт многоквартирного дома,Комитет жилищно-коммунального хозяйства города Курска,3,Another
1467,"I can’t drive to my house, a strong wind covered the road with snow.","<p>Не могу проехать к своему дому, сильный ветер замел дорогу снегом.&nbsp;</p>",Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Администрация Центрального округа города Курска,0,Another
201,"I report an unpleasant smell from the Mushroom Rainbow. The stench appeared on 03/06/21 late in the evening and continues until the moment the message is sent, the window in the house cannot be opened","<p>Сообщаю о появившемся неприятном запахе от Грибной радуги. Вонь появилась 06.03.21 поздним вечером и продолжается до момента отправки сообщения, окно в доме открыть невозможно</p>",Неприятные запахи,Комитет природных ресурсов Курской области,16,Another
2183,"Last autumn, new lights were installed on old poles, but the line to electricity was never connected. The road belongs to the city. We just laid and connected new lighting poles along Tchaikovsky Street - we hoped that these poles would also be connected. I ask you to take measures to connect city lighting!",Прошлой осенью установили новые фонари на старых столбах но линию к электричеству так и не подключили . Дорога относится к городу. Только провели и подключили новые столбы освещения по улице Чайковского - мы надеялись что подключат и эти столбы. Прошу принять меры по подключению городского освещения!,Освещение дорог в границах городских округов и сельских поселений,Администрация города Курска,0,3
1027,"Central hospital, pavement, grass in paving slabs, unfinished paths, unfinished roads inside the hospital, potholes, dirt instead of roads in the hospital, the same thing for years","<p>Центральная больница, дорожное покрытие, трава в тротуарной плитке, недостроенные дорожки, недостроенные дороги внутри больницы, ямы, грязь вместо дорог в больнице, одно и тоже годами</p>",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Комитет здравоохранения Курской области,0,Another
697,I ask you to install lighting in the village. Karl Liebknecht on the street. Freedom.,<p>Прошу Вас установить освещения в пос. Карла Либкнехта на ул. Свободы.&nbsp;</p>,Освещение дорог в границах городских округов и сельских поселений,Администрация Курчатовского района,0,Another
1549,"Good afternoon. I ask you to explain to me the procedure for registering disability for my mother Anna Mikhailovna Tokareva, born on 02/07/1942. In 2015, she had a stroke, after which dementia began to appear, the diagnosis was made in 2018 by neurologist Kharchenko S.N. at Family Clinic LLC, because of the pandemic, they turned to the Kursk Clinical Psychoneurological Dispensary, and on 11/11/2021, doctor Shikareva Anna Alekseevna confirmed the diagnosis with a certificate: vascular dementia. The registration of the group began at the mother's place of residence, in polyclinic No. 6, but the documents were returned to us without explaining the reason. They sent this question to the Kursk Clinical Psychoneurological Dispensary with this question. N.A. Semashko” from 01.10. to 12.10., after which her condition changed for the worse. Please help.","<p>Добрый день. Прошу Вас разъяснить мне порядок оформления инвалидности моей маме Токаревой Анне Михайловне 07.02.1942 года рождения. В 2015 году у нее случился инсульт, после которого начала проявляться деменция, диагноз поставил в 2018году невролог Харченко С.Н. в ООО “Семейная клиника”, из-за пандемии обратились в ОБУЗ “Курский клинический психоневрологический диспансер” и 11.11.2021г врач Шикарева Анна Алексеевна справкой подтвердила диагноз: сосудистая деменция. Оформление группы начали по месту проживания мамы, в поликлинике №6, но документы нам вернули без объяснения причины. Отправили с этим вопросом в ОБУЗ “Курский клинический психоневрологический диспансер”&nbsp;.</p><p>В 2021году мама перенесла кононовирусную инфекцию, находилась на лечении в ОБУЗ “Областная клиническая инфекционная больница им. Н.А.Семашко” с 01.10. по 12.10., после чего ее состояние изменилось в худшую сторону. Прошу помощи.</p>","Нарушения в вопросах установления инвалидности, обеспечения средствами реабилитации",Комитет здравоохранения Курской области,4,Another
1427,"Good afternoon! Earlier, I sent you an appeal on the following problem: The pedestrian crossing after 50 years of October in the Pyaterochka area (Abkhazia cafe) is not illuminated. In the evening, complete darkness. There is a lamp, but it does not light up. I think you need to replace a burnt out bulb. My message was assigned the number 77132. I was sure that my appeal was being finalized, since the problem had not been resolved, and on 04/05/2021 I was informed by e-mail that the message No. 77132 had been sent for revision and would be considered in accordance with the Regulations processing and publishing information on the portal. Imagine my astonishment when I saw that the problem was closed as solved, without confirmation by the applicant and the attachment of supporting photographic materials. The problem is still not solved, the closure of the problem is not justified. Please get back to solving the problem!","<p><span style=`background-color:rgb(255,255,255);color:hsl(0, 0%, 0%);`>&nbsp;Добрый день! Ранее я направлял Вам обращение по следующей проблеме: Не&nbsp;освещён пешеходный переход через 50лет Октября в&nbsp;районе «Пятёрочки» (кафе Абхазия). В&nbsp;вечернее время&nbsp;— полная темнота. Фонарь имеется, но&nbsp;не&nbsp;горит. Я думаю нужно поменять перегоревшую лампу. Моему сообщению был присвоен номер 77132. Я был уверен, что моё обращение находится на доработке, так как проблема решена не была, и 05.04.2021г по электронной почте мне было сообщено, что &nbsp;</span><a href=`https://mail.yandex.ru/re.jsx?uid=52062469&amp;mid=175640385467491269&amp;c=LIZA&amp;cv=28.2.1&amp;h=a,TD49FOcAeVHDdcr38-sLAA&amp;l=aHR0cHM6Ly92bWVzdGU0Ni5ydS9wcm9ibGVtcy9wYXJ0aWN1bGFyLzc3MTMy`><span style=`color:hsl(0, 0%, 0%);`>сообщение №77132</span></a><span style=`background-color:rgb(255,255,255);color:hsl(0, 0%, 0%);`> отправлено на доработку и будет рассмотрено в соответствии с </span><a href=`https://vmeste46.ru/o-portale/reglament-obrabotki-i-publikacii-informacii`><span style=`color:hsl(0, 0%, 0%);`>Регламентом обработки и публикации информации на портале</span></a><span style=`background-color:rgb(255,255,255);color:hsl(0, 0%, 0%);`>. Каково же было моё изумление, когда я увидел, что проблема закрыта как решённая, без подтверждения заявителем и прикрепления подтверждающих фотоматериалов. Проблема до сих пор не решена, &nbsp;закрытие проблемы не обосновано. Прошу Вас вернутся к решению проблемы! После решения - прикрепите пожалуйста подтверждающие фотоматериалы.</span><br><br data-cke-filler=`true`></p>",Пешеходные переходы на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0,Another
961,"Good afternoon! I ask you to consider the issue of transferring students and schoolchildren to remote learning. My daughter goes to a technical school and says that half of her group is sick, but at the same time they go so as not to miss the curriculum, what kind of mockery is this. I believe that children should at least spend this school year on distance learning.","<p>Добрый день!&nbsp;</p><p>Прошу Вас, рассмотреть вопрос о переводе студентов и школьников на удалённое обучение. Моя дочь, ходит в техникум и говорит что у неё пол группы болеют, но при этом ходят, что бы не упустить учебную программу,что это за издевательство. Я считаю что дети должны как минимум этот учебный год пробыть на дистанционном обучении.&nbsp;</p>",Посменное обучение,Комитет образования и науки Курской области,7,Another
2337,"Why are they not included in modern electric transport, which is equipped with air conditioners?! Until you get to the center from Deriglazov, you will bake in an electric bus!","Почему в современном электротранспорте , который оснащён кондиционерами их не включают ?! Пока с Дериглазова доедешь в центр испечёшься в электробусе!",Неприятные запахи,Администрация города Курска,16,Another
242,"Hello! In 2020, I completed the construction of a residential building at the address: Kursk region, village of Tatarenkova, st. Admirala Ushakova, 8. There is no normal road to my house, ordinary cars pass with difficulty. It is difficult to walk on foot - it is very dirty. Given that our street is poorly built up, I ask you, as a temporary measure to provide transport infrastructure, to grade the unpaved part of Admiral Ushakov Street in the village of Tatarenkov (cadastral number 46:11:111802:320) and carry out dumping of used material (crushed concrete, broken brick, crushed stone, etc.).","<p>Здравствуйте!</p><p>В 2020 году мною завершено строительство жилого дома по адресу: Курская обл., д. Татаренкова, ул. Адмирала Ушакова, д. 8.</p><p>Нормальной дороги к моему дому нет, обычные легковые автомобили проезжают с трудом. Сложно пешком ходить — очень грязно.</p><p>Учитывая, что наша улица слабо застроена, прошу Вас, в качестве временной меры по обеспечению транспортной инфраструктурой, провести грейдирование неасфальтированной части улицы Адмирала Ушакова в д. Татаренкова (кадастровый номер 46:11:111802:320) и осуществить отсыпку б/у материалом (дроблёный бетон, битый кирпич, щебень или тп.).</p>",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Администрация Курского района,0,Another
287,Parking on the sidewalk,<p>Парковка на пешеходном тротуаре</p>,Парковки на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0,Another
1248,"I ask you to install a new, modern stop complex at the 3rd Pushkarnaya street stop. We need to replace the fence and install new road signs, as well as make a boarding platform with a ramp.","<p>Прошу Вас установить новый, современный остановочный комплекс на <a href=`https://yandex.ru/maps/?ll=36.17429257517493%2C51.75030182041109&amp;z=19&amp;mode=stop&amp;masstransit%5BstopId%5D=stop__10201945&amp;utm_source=api-maps&amp;from=api-maps`>остановка 3-я Пушкарная улица</a>.</p><p>Надо заменить забор и установить новые дорожные знаки , а также сделать посадочную платформу с пандусом.</p>",Остановки общественного транспорта на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0,Another
2494,"Hello, on June 22, I received a notification from public services that a decision had been made to provide a monthly allowance from 3 to 7 years, but no payments were received.","Здравствуйте, 22 июня мне на госуслугах пришло уведомление о том, что вынесено решение о предоставлении ежемесячного пособия с 3 до 7 лет,  но выплат так и не поступало.",Нарушения в вопросах назначения и выплат пособий и компенсаций,"Комитет социального обеспечения, материнства и детства Курской области",10,Another
1997,Damaged road sign,Повреждён дорожный знак,Дорожные знаки на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0,Another
2993,"Good afternoon. I can not get a solution to the issue on message 91468 dated 05/20/2021. Many months of correspondence did not lead to any results or mutually beneficial solutions, specific answers to questions were not received. I ask you to help in solving the problem.","Добрый день. Не могу добиться решения вопроса по сообщению 91468 от 20.05.2021. Многомесячная переписка к каким-то результатам или взаимовыгодным решениям не привела, конкретные ответы на вопросы не получены. Прошу посодействовать в решении проблемы.",Парковки на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0,Another
2873,The exit from the parking lot to Kulakov is broken,Выезд с парковки на Кулакова разбит,Парковки на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0,Another
921,"I would like you not to draw with the lives of our children and transfer students and schoolchildren to study using distance education. As practice has shown, distance education is effective and I believe that our children should now not study at technical schools, but study at home and how to have less contact with their peers. If you cannot transfer everyone to distance learning, then transfer those who are not vaccinated, I have a son, he is not vaccinated, because he is a minor, why should he risk his health and go to receive knowledge when they can also be received at home. Please consider my request as it should be.","<p>Хотелось бы что бы вы не рисовали жизнями наших детей и перевели студентов и школьников на учёбу с применением дистанционного образования. Как показала практика, дистанционное образование является эффективным и я считаю, что наши дети сейчас должны не учиться в техникумах а учится дома и как меньше контактировать с ровесниками. Если не можете перевести на дистанционное обучения всех, переводите тогда не привитых, у меня сын, он не привит, потомучто он несовершеннолетний, почему он должен рисковать своим здоровьем и ходить получать знания, когда их можно получить также дома. Прошу рассмотреть моё обращения как положено.&nbsp;</p>",Посменное обучение,Комитет образования и науки Курской области,7,Another
429,"Good afternoon, the steps of the stairs leading to the bridge over the Tuskar River are broken. Thanks in advance)","<p><strong>Добрый день, сломаны ступени лестницы, ведущей на мост через реку Тускарь. Заранее спасибо)&nbsp;</strong></p>",Пешеходные переходы на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0,Another
1063,"Good afternoon, the administrator of the community https://vk.com/public74294180 blocks members without explanation.","<p>Добрый день, администратор сообщества <a href=`https://vk.com/public74294180`>https://vk.com/public74294180</a> блокирует участников без объяснения причины. &nbsp;</p>",Вопросы предоставления государственных и муниципальных услуг,Администрация Суджанского района,2,Another
2766,The view at the pedestrian crossing is closed by bushes.,Закрыт кустарником обзор на пешеходном переходе.,Пешеходные переходы на дорогах в границах городских округов и сельских поселений,Комитет дорожного хозяйства города Курска,0,Another
160,"As a matter of fact, the problem is that there is no piece of paved road from 1st Stepnaya Street, on the left side to Hippodrome Street to house 35, about 30 meters, then there is asphalt. At one time, when people built houses along this street, the residents of the street paid for the road along the street, but the first 4 sections were the owners, elderly people without cars and did not invest. Where or how is it actually possible to solve the problem? There are photos of the section without asphalt. Thanks in advance!","<p>Собственно говоря проблема такова, что нет куска асфальтированной дороги от улицы 1-я степная, по левую сторону на улицу ипподромная до дома 35, примерно метров 30, дальше асфальт есть. В свое время когда люди строили по этой улице дома, там дорогу по улице оплатили жильцы улицы, но первый 4 участка были хозяева, пожилые люди без автомобилей и не стали вкладываться. Куда или как собственно возможно решить проблему? Имеются фотографии отрезка без асфальта. Заранее спасибо!&nbsp;</p>",Отсутствие твёрдого дорожного покрытия на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0,Another
2606,"For the third month, we are trying to provide Topamax and Lamotrigine with no medicines. And they say that medicines are in abundance. Bekasova Olga Aleksandrovna that according to the feeder, that the regional budget has zero results.","Третий месяц добиваемся по обеспечению Топамакс  и Ламотриджин лекарства нет. А говорят что медикаментов в достатке. Бекасова Ольга Александровна что по фидералке ,что областной бюджет ноль результата .",Нарушения связанные с обеспечением лекарственными средствами,Комитет здравоохранения Курской области,4,Another
308,"Good afternoon! Please pay attention to the lawn along the street. 3rd Peskovskaya. At the beginning of the street, where poplars grow, under these same poplars there are many fallen branches, car tires. Please arrange for all this garbage to be removed. Special thanks to the students of secondary school No. 3, who took part in the subbotnik (well done!), They did a good job in this area, but it is difficult for children to cope with such garbage, here it is necessary to adjust the car for the removal of “large” garbage with subsequent disposal.","<p>Добрый день! Прошу обратить внимание на газон вдоль ул. 3-я Песковская. Вначале улицы, где растут тополя, под этими самыми тополями лежит много опавших веток, авто покрышек. &nbsp;Просьба распорядиться о вывозе всего этого мусора. Отдельное спасибо учащимся СОШ №3, кто принимал участие в субботнике (молодцы!), они на данном участке хорошо поработали, однако детям трудно справиться с подобным мусором, здесь требуется подогнать машину для осуществления вывоза “крупного” мусора с последующей утилизацией.&nbsp;</p>",Несанкционированные свалки твёрдых бытовых отходов,Администрация города Курска,16,Another
1705,"A dump of various kinds of waste is produced, the territory is polluted there.","<p>Производится свалка различного рода отходов, там самым загрязняется территория.</p>",Несанкционированные свалки твёрдых бытовых отходов,Комитет городского хозяйства города Курска,16,Another
293,"I ask you to restore lighting on the street. Sports (road to the local depot). The fact is that there is no lighting, and children go to school along this road. The only lighting is the railway crossing.","<p>Прошу Вас восстановить освещение по ул. Спортивная (дорога в лок.депо). Дело в том что освещения отсутствует, а по данной дороге ходят в школу дети. Единственное освещение это ж/д переезд.&nbsp;</p>",Освещение дорог регионального и межмуниципального значения,Администрация города Льгов,0,Another
1353,No hard pavement,<p>Отсутствует твердое дорожное покрытие</p>,Отсутствие твёрдого дорожного покрытия на дорогах в микрорайонах ИЖС,Администрация Центрального округа города Курска,0,Another
55,"I ask you to remove the city enterprise for the transportation of passengers and private traders. They violate our rights. Will the region really not help you so that we have our own transport company in the city? You generally monitor social networks, you look at our carriers, they do what they want, and we, ordinary residents of our city, are suffering. I ask you to do something and do not write replies, these are already serious problems, all normal cities have already got rid of private traders, large-capacity buses go everywhere but not GAZelles, but we will soon have one minibus for the whole city.","<p>Прошу Вас городское предприятие для перевозки пассажиров а частников убрать. Они нарушают наши права. Неужели Вам не поможет область что бы у нас в городе было свое автотранспортное предприятие?</p><p>Вы вообще мониторите соц.сети , вы посмотрите наши перевозчики творят что хотят, а страдаем мы, простые жители нашего города.&nbsp;</p><p>Прошу Вас что то предпринимать и не надо писать отписки, это уже серьезные проблемы, все нормальные города уже избавились от частников, везде ходят автобусы большой вместимости но не ГАЗели, но зато у нас скоро будет ходить одна маршрутка на весь город.</p>",Неудобный график движения при осуществлении муниципальных (пригородных) перевозок,Администрация города Льгов,8,Another
1102,"On September 25, I fell ill with a coronovirus, which was confirmed by a positive PCR test dated September 25, 21. On the same day, a sick leave was opened in a medical organization at the place of residence. On October 8, he was discharged and also has a negative PCR test. Until now, there is no QR code for the sick person on the State Services portal. I am attaching scans of PCR tests and a sick leave certificate.","<p><span style=`background-color:rgb(255,255,255);color:rgb(102,102,102);`>25&nbsp;сентября заболел короновирусом,что подтверждено положительным пцр тестом от&nbsp;25.09.21г.В&nbsp;этот&nbsp;же день открыт листок нетрудоспособности в&nbsp;медицинской организации по&nbsp;месту жительства. 8 октября выписался и&nbsp;так&nbsp;же имеется отрицательный пцр тест.До&nbsp;сих пор нет QRкода переболевшего на&nbsp;портале Госуслуги.Сканы пцр тестов и&nbsp;листка нетрудоспособности прилагаю.</span></p>",Сертификат переболевшего,Комитет здравоохранения Курской области,4,Another
177,"I ask you to conduct a survey in the group https://vk.com/lgovofficial about public transport in the city of Lgov. Polls should consist of several types: what kind of transport would citizens like to see on the streets of the city, i.е. small-class buses or large-capacity buses, it is also necessary to introduce a new public transport scheme to residents, the old one is simply outdated, the city needs to be developed, new routes should be opened, it would also be necessary to invite some transport company from Kursk to the city. I also ask you to first make a vote for the citizens, and then submit the projects. I hope for your understanding, it is necessary that the citizens of Lgov also participate in the development of our city.","<p>Прошу Вас провести провести в группе <a href=`https://vk.com/lgovofficial`>https://vk.com/lgovofficial</a> опрос о общественном транспорте города Льгова. Опросы должны состоять из нескольких видов: какой бы транспорт горожане хотели видеть на улицах города, т.е. автобы малого класса или автобусы большой вместимости, также надо представить жителям новую схему общественного транспорта, старая просто уже устарела, надо город развивать, открывать новые маршруты, также надо было бы пригласить в город какую нибудь транспортную компанию с г. Курска. Прошу Вас также сперва сделать голосование для горожан, а потом уже представить проекты. Надеюсь на Ваше понимание, надо что бы г Льговчане тоже участвовали в развитии нашего города.&nbsp;</p>",Неудобный график движения при осуществлении муниципальных (пригородных) перевозок,Администрация города Льгов,8,Another
698,"Hello! On the territory of the market at the address Kursk, Khrushchev Ave. 36a, there is a constant (for several years) violation of sanitary legislation in connection with the operation of the market. On the mark marked on the map there is a garbage dump of this market, which is almost never removed and not taken out, the stench from this garbage dump does not allow you to open the windows of a nearby apartment building once again, there are no containers and garbage cans, rats run in dozens of pieces, which have already spread and to adjacent garbage containers belonging to an apartment building. By the forces of the workers of the HOA, standing next to the house, rat-baiting is regularly carried out, but since. If the market does NOTHING with its trash, then the situation with the rats already running to the playground (according to numerous eyewitnesses of the Khrushchev house 36) and the fierce stench does not change in any way. I ask you to check this appeal, to bring the responsible persons to administrative responsibility for violating the dignity. legislation and oblige the owner of this agricultural. market to eliminate the garbage dump.","<p>Здравствуйте!</p><p>На территории рынка по адресу г. Курск, пр. Хрущева 36а, происходит постоянное (в течении нескольких лет) нарушение санитарного законодательства в связи с эксплуатацией рынка. На отмеченной на карте метке находится мусорная свалка данного рынка, которая практически никогда не убирается и не вывозится, вонь от этой помойки не даёт лишний раз открыть окна рядом стоящего многоквартирного дома, контейнеры и мусорные баки отсутствуют, десятками штук бегают крысы, которые распространились уже и на смежные мусорные контейнеры, принадлежащие многоквартирному дому. Силами работников ТСЖ, рядом стоящего дома, регулярно проводится травля крыс, но т.к. рынок не делает НИЧЕГО с своей помойкой, то ситуация с уже добегающими до детской площадке крысами (со слов многочисленных очевидцев дома Хрущева 36) и лютой вонью никак не меняется.&nbsp;</p><p>Прошу провести проверку по данному обращению, привлечь ответственных лиц к административной ответственности за нарушение сан. законодательства и обязать собственника данного сельхоз. рынка ликвидировать мусорную свалку.</p>",Несанкционированные свалки твёрдых бытовых отходов,Администрация Центрального округа города Курска,16,Another
12,"Good afternoon! A relative lives in the area, had been ill (they didn’t take an analysis for KV, they said they take it only after CT) and now she has chest pains, etc. It is necessary to do a CT scan because flura showed that lung damage is eating, in a local clinic they are sent to Zheleznogorsk, they said they will write down the day after two they will call and say where, from Zolotukhino there are no direct trains or buses and the distance is 2 times farther than from Kursk, it’s so hard for her to breathe and even such a road. The question is, can this be done in Kursk? The health committee said that the heads. the doctor makes decisions where to send them, it’s impossible to get through to Svetlana Nikolaevna (they don’t pick up the phone at all, I’ll stay in the morning) they wanted to talk to her, it’s not at all clear why she makes such decisions to send sick people to such distances. The disease is known to progress rapidly, treatment is needed,","<p>Добрый день! Родственница проживает в районе, переболела (анализ на КV небрали, сказали берут только после КТ) и сейчас у неё болит грудь и т. д. Необходимо делать КТ так как флюра показала что повреждение лёгких ест, в местной полеклиннике отправляют в Железногорск сказали запишут дня через два позвонят скажут куда, с Золотухино нет прямых не электричек не автобусов и расстояние в 2 раза дальше чем от Курска, ей дышать и так тяжело да ещё такая дорога. Вопрос, можно это сделать в Курске? В комитете здравоохранение сказали что глав. врач принемают решения куда направлять, дозвонится до Светланы Николаевны невозможно (трубку не берут вообще, буду ещё утром пробывать) хотели сней поговорить, вообще непонятно почему она принемают такие решения отправлять больных людей на такие расстояния. Болезнь как известно быстро прогрессирует, нужно лечение, естественно без результатов его не назначат, мы просто ждём пока болезнь её убевает, помогите пожалуйста.&nbsp;</p><p><br data-cke-filler=`true`></p>",Меры поддержки в условиях неблагоприятной эпидемиологической ситуации в сфере медицины,Комитет здравоохранения Курской области,6,Another
