id,Message text,Текст Сообщения,Тематика,Ответственное лицо,Категория,Subject
128,"Today, 01/28/21, I was supposed to be hospitalized at the Urology Department of the Kursk Regional Hospital, all tests were done at Polyclinic No. 7 (Zavodskaya, 25) and ready, except for a smear for covid (the expiration date of the smear is 7 days, the smear was taken on 22.01. 21). Infectious disease doctor Natalya Mikhailovna Ryndina assured me that the result would be ready on 01/27/21. As a result, I came to the infectious disease specialist Ryndina N.M. and 01/26/21, and 01/27/21, there was no result, and on 01/28/21 in the morning Ryndina N.M. informs me that the nurse in the lab dropped my swab tubes and they deteriorated, resulting in no analysis. Why couldn't I have been told about this on 25.01 or 26.01.? I would have had time to retake the analysis and by 28.01. he would be ready. Without the result of the analysis for covid, the urologist of the Kursk Regional Hospital Chirvin A.B. did not accept me on 28.01. for hospitalization, He spoke to me rudely and in a raised tone about the fact that he could not help in any way, or that he could move the hospitalization to 02/17/21, and at the same time, half of the tests needed to be retaken. I have a stent in my left ureter, this is an unpleasant feeling, it is no longer needed and I would like to remove it as soon as possible (this is not a complicated operation that takes 5 minutes), and the doctors are playing for time. Why, in poor health due to someone else's mistake, should I wait for hospitalization for another three weeks? Why don’t they do express tests for covid in the Kursk Regional Hospital and don’t help patients in this situation in any way, but only humiliate them even more? To my questions about whether a stent is harmful to the body, A.B. started yelling at me even more. She asked me to look at the CT scan results and help me understand them - the result is similar, complete ignore and increased tone. He doesn't help patients","<p>Меня сегодня, 28.01.21 должны были положить на госпитализацию в отделение урологии Курской областной больницы, все анализы были сделаны в Поликлиннике № 7 (Заводская, 25) и готовы, кроме мазка на ковид (срок годности мазка 7 дней, мазок был сдан 22.01.21). Врач - инфекционист Рындина Наталья Михайловна заверила меня, что результат будет готов 27.01.21. В итоге я приходила к инфекционисту Рындиной Н.М. и 26.01.21, и 27.01.21, результата не было, а 28.01.21 утром Рындина Н.М. сообщает мне, что медсестра в лабаратории уронила мои пробирки с мазками и они испортились, в результате чего анализ не был сделан. Почему нельзя было мне сказать об этом 25.01 или 26.01.? Я бы успела пересдать анализ и к 28.01. он был бы готов.&nbsp;</p><p>Без результата анализа на ковид врач-уролог Курской областной больницы Чирвин А.Б. не принял меня 28.01. на госпитализацию, грубо и на повышенных тонах разговаривал со мной о том, что он ничем не может помочь, а может передвинуть госпитализацию на 17.02.21 и вместе с этим нужно пересдать половину анализов</p><p>У меня стоит стент в левом мочеточнике, это неприятное ощущение, в нем уже нет надобности и хотелось бы поскорее его снять (это не сложная операция занимает 5 минут), а врачи тянут время</p><p>Почему в плохом самочувствии из за чьей то ошибки я должна ждать госпитализации еще три недели? Почему в Курской областной больнице не делают экспресс-тесты на ковид и никак не помогают пациентам в данной ситуации, а только еще больше их унижают?</p><p>На мои вопросы о том вреден ли стент для организма Чирвин А.Б. стал еще больше на меня орать. Попросила посмотреть результаты КТ и помочь мне в них разобраться — результат аналогичен, полный игнор и повышенный тон. Он не помогает пациентам, а унижает их</p><p>Прошу разобраться в данной ситуации почему такое хамское и безответственное отношение к пациентам в Поликлиннике № 7 и в Курской областной больнице?<br>&nbsp;</p>",Неудовлетворительное качество оказания медицинской помощи,Комитет здравоохранения Курской области,4,Unsatisfactory quality of medical care
2855,"The failure of the asphalt, the asphalt was laid on the communication hatch. Understand","Провал асфальта, асфальфаль был положен на коммуникационный люк. Разбиратесь",Отсутствие люков на коммуникационных колодцах,Комитет дорожного хозяйства города Курска,3,Lack of hatches on communication wells
1329,"Hello. For a month now, residents of entrance 1, corner apartments have been fighting in all instances with the problem of cold batteries in apartments. Representatives of KVADRA, Zhilservis Tsentralny came, measured the temperature in the apartments, but not along this riser, but along the entire entrance. On the basis of which, they concluded that the temperature is the norm. The heaters are on all the time in our apartments. And no one even bothered to touch the batteries. No one even went down to the basement to the heating unit. They also say that the heating unit is sealed and they cannot do anything. As a result, we pay for heating, which is not available, and for electricity, because the heaters are on all the time. Help solve this problem, it's winter outside.","<p>Здравствуйте. Уже месяц жильцы подъезда 1,угловых квартир бьются во все инстанции с проблемой холодных батарей в квартирах. Приходили представители КВАДРА, Жилсервис Центральный, мерили температуру в квартирах, но не по данному стояку, а по всему подъезду. На основании чего, сделали заключение что температура является нормой. В наших квартирах все время работают обогреватели. А батареи потрогать никто даже не удосужился. В подвал к тепооузлу никто даже не спустился ни разу. Ещё говорят, что теплоузел опечатан и ничего сделать они не могут. Итог мы платим за отопление, которого нет и за свет, потому что все время включены обогреватели. Помогите решить данную проблему, на улице зима.&nbsp;</p>",Нарушение теплоснабжения многоквартирного дома,Государственная жилищная инспекция Курской области,3,Violation of the heat supply of an apartment building
2605,Water outlet to the surface. Latitude: 51.728008 Longitude: 36.232217,Выход воды на поверхность.Шир: 51.728008 Долг: 36.232217,Некачественное водоснабжение в районе частного сектора,Комитет жилищно-коммунального хозяйства города Курска,3,Poor water supply in the private sector
2204,"There are potholes on the road at the entrance and exit to house No. 7 on Dubrovinsky Street. Near the Vvedenskaya Church, the road also consists of pits.",На въезде и выезде к дому №7 по ул.Дубровинского имеются ямы на дороге. Возле Введенской церкви дорога также состоит из ям.,Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0,Violation of the road surface (pits) on the roads within the boundaries of urban districts and rural settlements
2364,"In the area of ​​the village of Klishino, the descent and ascent of the federal highway is in a terrible state. There is almost no road, this section has not been repaired for 12 years, check and I will be right. We ask for help to allocate funding and make this site.","В районе деревни клишино, спуск и подьем федеральной трассы в ужасном состоянии. Дороги почти нет, ремонта этого участка не было лет 12, проверьте и я окажусь прав. Просим помощи выделить финансирование и сделать данный участок.",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Комитет транспорта и автомобильных дорог Курской области,0,Violation of the road surface (pits) on the roads within the boundaries of urban districts and rural settlements
723,I ask you to hang up signs on Gagarin Street (station building number 40). The photo shows some of the instructions that need to be placed.,<p>Прошу Вас повесить указательные знаки на улице Гагарина (вокзале дома №40).&nbsp;</p><p>На фото предоставлено часть указаний которые надо разместить.</p>,Дорожные знаки на дорогах в границах городских округов и сельских поселений,Администрация города Льгов,0,Road signs on roads within the boundaries of urban districts and rural settlements
2879,Hello. When will there be heating? The apartments are very cold.,Здравствуйте. Когда будет отопление? В квартирах очень холодно.,Нарушение теплоснабжения многоквартирного дома,Комитет жилищно-коммунального хозяйства города Курска,3,Violation of the heat supply of an apartment building
664,"It is necessary to hang a no-smoking sign on the gates of MBOU secondary school N5 in Lgov, because according to the law, smoking is prohibited on the territory and in the building. Also, why do you have no information on the gate about the organization that guards your facility, all educational institutions have already hung these signs. There should also be signs `Video surveillance is underway`. I would also like you to install 2 bins on the sides of the gate, because your students will run away and they don’t even have anywhere to throw garbage, and they throw garbage right where they go, but at the same time, teachers teach children that they don’t litter, but how not to litter here if there is no urn nearby.","<p style=`margin-left:0px;text-align:justify;`>Надо повесить знак о запрете курения на воротах в МБОУ СОШ N5 г. Льгова, ведь по закону на территории и в здании курение запрещено. &nbsp;Также почему у вас нету информации на воротах об организации которая охраняет ваш объект, уже все учебные учереждения &nbsp;повесили данные таблички.Также должна висеть таблички `Ведется видеонаблюдение`.&nbsp;</p><p style=`margin-left:0px;text-align:justify;`>Хотелось также что бы вы установили по бокам ворот 2 урны, потому что Ваши школьники удут и им даже негде кинуть мусор, и они кидают мусор прям где идут, но при этом преподователи учат детей что бы они не мусорили, а как тут не мусорить если рядом нет урны.&nbsp;</p><p style=`text-align:justify;`><br data-cke-filler=`true`></p><p style=`text-align:justify;`><br data-cke-filler=`true`></p>",Неудовлетворительное состояние прилегающий территории школы,Администрация города Льгов,7,Unsatisfactory condition of the adjacent school territory
1110,Illegal dumping of garbage and solid waste,<p>Незаконная свалка мусора и ТБО</p>,Не соответствующий установленным нормам сбор и вывоз твёрдых бытовых отходов с территории ИЖС,Комитет природных ресурсов Курской области,3,Collection and removal of municipal solid waste from the territory of IZhS that does not meet established standards
2462,"Good afternoon. During the construction of a new roadway, curbs were not laid and the ramps were not fixed in any way. In the near future, the new road will collapse and become unusable again. Also, the footpaths (sidewalks) were not improved, they were left in the same deplorable state (there are no sidewalks)","Добрый день. При строительстве новой проезжей части, не положили бордюры и никак не закрепили съезды. В ближайшее время новая дорога будет рушиться и придёт опять в негодность. Так же, не благоустроили пешеходные дорожки (тротуары), оставили в прежнем плачевном состоянии (нет тротуаров)",Необходимо строительство тротуара,Комитет дорожного хозяйства города Курска,3,Pavement needs to be built
1723,"Applied for renewal of child allowance from three to seven years. With two children, we are a large family. We were denied allowance because of the excess land. The fact is that the house was bought for maternity capital in the region, and this house is just located on land that exceeds. Our income is low. Why are we denied benefits because I really hoped for this help, the money is only enough for groceries right now, very high prices. Help solve the problem.",<p>Подала на переоформление детского пособия с трех до семи лет. На двоих деток мы многодетная семья. Нам откозали в пособие из за земли превышения. Дело в том что дом куплен за материнский капитал в области а дом этот как раз и находиться на земле которая превышает. Доход у нас низкий. Почему нам отказывают в пособие ведь я очень надеялась на эту помощь денег хватает только на продукты щас очень высокие цены. Помогите решить проблему.&nbsp;</p>,Нарушения в вопросах назначения и выплат пособий и компенсаций,"Комитет социального обеспечения, материнства и детства Курской области",10,Violations in the appointment and payment of benefits and compensations
2185,"Pit on the roads, please eliminate the car, it is very dangerous to drive, the pit is more than a churchyard.",Яма на дорогах прошу устранить машина ездить очень опасно яма больше чем погосту￼,Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Администрация города Курска,0,Violation of the road surface (pits) on the roads within the boundaries of urban districts and rural settlements
2146,"emergency trees. The tree is leaning over the sidewalk, hanging over the wires, next to it is a dry acacia.","Аварийные деревья. Дерево наклонено над тротуаром, нависает над проводами, рядом сухая акация.",Аварийные деревья,Администрация города Курска,3,emergency trees
1661,"When turning from Svoboda Street to Maxim Gorky Street in the city of Oboyan, wild trees and shrubs block the view of drivers and pedestrians to Maxim Gorky Street. And vice versa, when turning from Maxim Gorky Street to Svoboda Street, the view of Svoboda Street is closed. In other words, the “triangle of visibility” is not respected, which, with a high degree of probability, can lead to a traffic accident. We ask you to cut the wild trees and shrubs at the intersection of Maxim Gorky and Svoboda streets as soon as possible, because when the foliage blooms on wild trees and shrubs, the visibility of the intersection will deteriorate significantly.","<p style=`text-align:justify;`><span style=`color:black;`>При повороте с улицы Свобода на улицу Максима Горького в городе Обоянь дикорастущие деревья и кустарники закрывают обзор водителям и пешеходам на улицу&nbsp; Максима Горького. И наоборот, при повороте с улицы Максима Горького на улицу Свобода закрывается обзор улицы Свобода. Иными словами не соблюдается «треугольник видимости», что в большой степенью вероятности может привести к дорожно-транспортному происшествию. Просим, произвести спил дикорастущих деревьев и кустарников на перекрестке улиц Максима Горького и Свобода как можно скорее, потому как при распускании листвы на дикорастущих деревьях и кустарниках видимость перекрестка в разы ухудшиться.</span></p>",Аварийные деревья,Администрация г. Обояни,3,emergency trees
329,"Hello, I want to ask to sort out the smell of sewage near our house, I called the water utility several times, they did not respond at all. The stench comes from numerous wells, a collector passes nearby, and the wells are in a deplorable state.","<p>Здравствуйте, хочу попросить разобраться запахом канализации около нашего дома, звонила в водоканал несколько раз, никак не отреагировали. Вонь идёт из многочисленных колодцев, рядом проходит коллектор, а колодцы в плачевно состоянии.</p>",Неприятные запахи,Администрация города Курска,16,Unpleasant odors
1665,Manhole cover missing,<p>Отсутствует крышка люка</p>,Отсутствие люков на коммуникационных колодцах,Муниципальное казенное учреждение «Городская инспекция по жилищно-коммунальному хозяйству и благоустройству»,3,Lack of hatches on communication wells
23,"I ask you to instruct the carrier IP Tatarenko M.V. to launch on the route 7.2 Lgov (AS) - Lgov 1 not GAZelles but PAZ, because in a gazelle there are very few passengers and we eat like a sprat in a barrel.",<p>Прошу Вас поручить перевозчику ИП Татаренко М.В. пускать по маршруту 7.2 Льгов (АС)-Льгов 1 не ГАЗели а ПАЗ т.к. в газели очень мало вмещается пассажиров и едим как килька в бочке.&nbsp;</p>,Недостаточное количество транспорта на маршруте при осуществлении муниципальных (пригородных) перевозок,Администрация города Льгов,8,Insufficient amount of transport on the route in the implementation of municipal (suburban) transportation
684,"Hello! In our area there are many birds - pigeons, crows - birds that often sit close to the road and feed from the hands of people. Usually they are clustered near the Pyaterochka store. Every year we see crushed birds from speeding cars. Previously, they asked to make a pedestrian crossing to slow down speed and attention, but there was no result. We are thinking of putting up a sign “Beware of pigeons!”. The sign exists in the city of Moscow, but is not prohibited in other cities. At the moment, the walking part is often like the pressure of birds without attention. For them especially there is no lawn, so very dirty, cigarette butts, rubbish. The sign “Beware of pigeons” fully meets the requirements of the environmental committee of the city of Kursk for the conservation of birds in the area and is very necessary precisely at this corner of their life. Still, the city as a whole must comply with safety rules and minimize all collisions with people, animals and birds. please pay attention to this question.","<p>Здравствуйте! В нашем районе много птиц- голубей, ворон- птиц, которые часто садятся близко к дороге и питаются из рук людей. Обычно их скопление возле магазина “ Пятерочка` . Каждый год мы видим раздавленных птиц от несущихся машин. Раннее просили сделать пешеходный переход для замедления скорости и внимания, но не было результата. Думаем поставить знак ” Осторожно голуби!` . Знак существует в городе Москва, но не запрещён в других городах. На данный момент пешая часть частенько похожа на давление птиц без внимания. &nbsp;Для них особенно нет газона, итак очень грязно, окурки, мусора. Знак “ Осторожно голуби” &nbsp;полностью отвечает требованиям природоохранного комитета г. Курска по сохранению птиц в районе и очень необходим именно на этом углу их жизни. &nbsp;Все- таки город в целом должен соблюдать правила безопасности и минимизировать все столкновения с людьми, животными и птицами. обратите, пожалуйста, внимание на этот вопрос.</p>",Дорожные знаки на дорогах в микрорайонах ИЖС,Комитет дорожного хозяйства города Курска,0,Road signs on roads in IZHS microdistricts
1603,"There is no pavement. This section of the rolled road poses a danger to road users, pedestrians, as well as residents of adjacent houses (including children). can provide their children with walks in the fresh air, due to the impassability of the road, on foot, in a stroller and other types of children's transport, this is especially true for the autumn-spring period, in summer things are no better, when the road dries out, large stones piled up by locals protrude residents, which also makes the movement of small children, children on bicycles, strollers, scooters impossible. signatures of local residents,with a request for paving, they were ignored.","<p>Нет дорожного покрытия.Данный участок,накатанной &nbsp;дороги,предоставляет опасность для участников дорожного движения,пешеходов,а так же жильцов прилегающих домов( в том числе детей).Владельцы автомобилей,проживающие по данному адресу,ежедневно рискуют`остаться без колёс`.Родители не могут обеспечить своим детям прогулки на свежем воздухе,по причине не проходимости дороги,пешком,на коляске и других видах детского транспорта,это особенно касается осенне-весеннего периода,летом дела обстоят не лучше,кода дорога и просыхает,выступают большие камни,насыпанные местными жителями,что,так же делает передвижение маленьких детей,детей на велосипедах,колясках,самокатах невозможным.Пешеходная зона вдоль домов,так же не разграничена с проезжей частью,по тому как проезжая часть на улице,по всей ширине дороги.Не однократно,собирались подписи местными жителями,с просьбой асфальтирования,они были проигнорированы.</p>",Отсутствие твёрдого дорожного покрытия на дорогах в границах городских округов и сельских поселений,Администрация Солнцевского района,0,Lack of hard pavement on roads within the boundaries of urban districts and rural settlements
173,"I ask you to install lighting at the intersection of the street. Gagarin and Chernyakhovsky, there is a pedestrian crossing nearby, but there is no lighting, a photograph is attached to confirm this.","<p>Прошу Вас установить освещение на перекрёстке ул. Гагарина и Черняховского, рядом находится <span style=`color:hsl(0, 75%, 60%);`>пешеходный переход, но освещения отсутствует, </span>прикреплена фотография подтверждает это. &nbsp;</p>",Освещение дорог регионального и межмуниципального значения,Администрация города Льгов,0,Illumination of roads of regional and intermunicipal significance
2519,"The residents of our house have been asking the housing and communal services for years to cut down a dry tree in the yard. Near the house - live good trees were cut down there, and ours is standing. like a monument. Huge boughs fell many times. There was a huge branch left, which, with a good wind, would fall on the electric wires. Address - Lunacharsky house 8.","Жильцы нашего дома уже который год просят ЖКХ спилит сухое дерево во дворе. Рядом дома - там спилили живые хорошие деревья, а наше стоит. как памятник. Не раз падали огромные сучья. Остался огромный сук, который при хорошем ветре упадет на электрические провода. Адрес - Луначарского дом 8.",Аварийные деревья,Администрация города Щигры,3,emergency trees
1281,"For a month and a half, starting from mid-October, in the house at Radishcheva 56, Kursk, roof repairs have not been completed, work has not been carried out, and residents are constantly flooded. The problem is not solved despite appeals to the housing and communal services committee","<p>В течение полутора месяцев, начиная с середины октября в доме по адресу Радищева 56, г. Курск, не заврешается ремонт крыши, работы не ведутся, жильцов постоянно затапливает. Проблема не решается не смотря на обращения в комитет ЖКХ</p>",Некачественный капитальный ремонт многоквартирного дома,Государственная жилищная инспекция Курской области,3,Poor-quality overhaul of an apartment building
1617,"When will the landing be removed from op 408 km before the crossing? Trees are down, lots of rubbish. It is necessary to clear the forest planting of debris and fallen trees, as well as to whitewash the trees.","<p>Когда уберется посадка с оп 408 км до переезда? Деревья поваленные, мусора много. Надо очистить лесо-посадку от мусора и поваленных деревьев, а также побелить деревья.&nbsp;</p>",Нарушение правил пожарной безопасности в сфере природопользования,Администрация Льговского района,16,Violation of fire safety rules in the field of nature management
1704,"Today, when paying for travel in a trolleybus with a world card, there was a double write-off of funds. Please look into it and get your money back.",<p>Сегодня при оплате проезда в троллейбусе картой мир произошло двойное списание денежных средств. Прошу разобраться и вернуть деньги.</p>,"Нарушения, связанные с оплатой проезда при осуществлении муниципальных (пригородных) перевозок",Комитет транспорта и автомобильных дорог Курской области,8,Violations related to the payment of travel in the implementation of municipal (suburban) transportation
2243,"On the sidewalk section of 50 Let Oktyabrya Street from SWGU to the intersection with Aerodromnaya Street, paving slabs are missing in some places. Please restore.",На участке тротуара улицы 50 лет Октября от ЮЗГУ до перекрестка с улицей Аэродромной местами отсутствует тротуарная плитка. Прошу восстановить.,Ямы и выбоины на тротуарах,Администрация города Курска,3,Pits and potholes in the sidewalks
1925,"There are no coupons for ultrasound at the children's polyclinic on Chumakovskaya. We have been waiting in line with a 10-year-old child since October (from an endocrinologist), with a 1-year-old child for an ultrasound of the head and heart from an appointment on January 15 (from a pediatrician). There is also a problem with blood coupons, waiting 13 calendar days. We are ready to make a fee with a refund or in another place in the direction.","В детской поликлинике на Чумаковской нет талонов на УЗИ. С ребенком 10 лет ждём очереди с октября (от эндокринолога), с ребенком 1 года на УЗИ головы и сердца от приема 15 января (от педиатра). 
Также есть проблема с талонами на кровь, ожидание 13 календарных дней. 
Готовы сделать платно с возвратом денежных средств или в другом месте по направлению.",Неудовлетворительное качество оказания медицинской помощи,Комитет здравоохранения Курской области,4,Unsatisfactory quality of medical care
793,"In the second entrance on 5 Zvezdnaya Street, the elevator had not been cleaned for several months. Probably in the hallway too. On the ground floor, where the control room is next to the elevator, they were probably never cleaned at all. A layer of sand lies on the floor. What do we pay UK Expert for??? Who signs the acts of completed work of a cleaning company or where does the cleaning lady's salary go? There is no cleaning!","<p>Во втором подъезде по ул Звёздной 5 уже несколько месяцев в лифте не убирались. Скорее всего в подъезде тоже. На первом этаже, где щитовая около лифта, не убирались, вероятно, вообще никогда. Слой песка лежит на полу. За что мы платим УК Эксперт??? Кто подписывает акты выполненных работ клининговой компании или куда уходит зп уборщицы? Уборки то нет!&nbsp;</p>",Неудовлетворительная уборка и освещение мест общего пользования в многоквартирном доме,Государственная жилищная инспекция Курской области,3,Insufficient cleaning and lighting of common areas in an apartment building
2675,"Hello. Residents of Oboyan living on the street are contacting you. Voikov. New asphalt was being laid on our street, but not the entire street was completed. The administration of the city of Oboyan said they did not plan to do it, because. the paver does not pass on our part of the street. Is it really necessary to do it with an asphalt paver? As a result, a part of the street on which four families live (4 houses) was not made. One family has many children, the head of the family is a disabled person of the II group, a pensioner of the Ministry of Internal Affairs. Please help me solve the problem","Здравствуйте. Обращаются к вам жители Обояни проживающие на ул. Войкова. На нашей улице клали новый асфальт, но сделали не всю улицу. В администрации г.Обоянь сказали не планируют делать, т.к. асфальтоукладчик не проходит на нашу часть улицы. Неужели это обязательно делать асфальтоукладчиком? В итоге  не сделана часть улицы на которой живут четыре семьи (4 дома) Одна семья многодетная, глава семьи инвалид II группы, пенсионер МВД. Помогите, пожалуйста, решить проблему",Отсутствие твёрдого дорожного покрытия на дорогах в границах городских округов и сельских поселений,Администрация г. Обояни,0,Lack of hard pavement on roads within the boundaries of urban districts and rural settlements
649,I would like to ask when tram 71-619K No. 1287 will be painted. It's time to start making out trams according to the design code.,<p>Хочется поинтересоваться когда покрасят трамвай 71-619К № 1287.&nbsp;</p><p>Пора уже начать оформлять трамваи по дизай коду.&nbsp;</p><p><br data-cke-filler=`true`></p>,Неудовлетворительное санитарное состояние транспорта при осуществлении  муниципальных (пригородных) перевозок,Департамент пассажирского транспорта города Курска,8,Unsatisfactory sanitary condition of transport in the implementation of municipal (suburban) transportation
224,"Good afternoon! Please help me sort out the problem, my mother Shekhovtsova Rimma Anatolyevna, on January 15, 2021, applied for the honorary title of “Veteran of Labor” in the administration of the railway district, so far nothing is known about the fate of her application, they answer on the phone, wait for you to call. My mother does not have the opportunity to write to your site herself, so I am writing from my page, my previous message on this issue was rejected by the moderator.","<p>Добрый день!</p><p>Прошу помочь разобраться в проблеме, моя мама Шеховцова Римма Анатольевна, 15 января 2021 года подала документы на присвоение почетного звания “Ветеран труда” в администрации ЖД округа, до сих пор о судьбе ее заявления ни чего не известно, по телефону отвечают, ждите вам позвонят. У моей мамы возможности самой написать на Ваш сайт возможности нет, поэтому пишу со своей страницы, мое предыдущее сообщение по данному вопросу было отклонено модератором.</p>",Нарушения порядка присвоение звания «Ветеран труда»,Администрация города Курска,10,"Violations of the procedure for awarding the title ""Veteran of Labor"""
1395,"Lesnaya, Veselaya, Zarechnaya streets were not cleared","<p>Не были очищены улицы Лесная, Веселая,Заречная</p>",Очистка от снега и наледи дорог в границах городских округов и сельских поселений,Администрация Пристенского района,0,Clearing snow and ice from roads within the boundaries of urban districts and rural settlements
1906,The advertising structure is located right on the pedestrian zone!,Рекламная конструкция расположена прямо на пешеходной зоне!,Незаконная наружная реклама,Администрация города Курска,3,Illegal outdoor advertising
2178,"One local farmer, Anton Boldin, set up a dump near the road. I come from Kursk to my grandmother in Ivanchikovo and every time the unauthorized landfill gets bigger. He does not pay taxes, he considers himself the navel of the earth. I ask you to use legal force to fine him.","Один местный фермер Антон Болдин развёл свалку около дороги. Я приезжаю из Курска к бабушке в Иванчиково и каждый раз свалка несанкционированная становится больше. Налоги не платит, считает себя пуп земли. Прошу применить к нему законные силы оштрафовать.",Несанкционированные свалки твёрдых бытовых отходов,Администрация Льговского района,16,Unauthorized solid waste dumps
2392,Maisky Boulevard is overgrown along the road with grass from the side of the houses,Майский бульвар зарастает вдоль дороги травой со стороны домов,Неудовлетворительное содержание клумб и газонов,Комитет дорожного хозяйства города Курска,3,Unsatisfactory maintenance of flower beds and lawns
2887,Lighting not working,Не работает освещение,Неработающее наружное освещение,Комитет жилищно-коммунального хозяйства города Курска,3,Non-working outdoor lighting
471,Needs ongoing repairs.,<p>Необходим текущий ремонт.</p>,Несвоевременный (некачественный) текущий ремонт многоквартирного дома,Государственная жилищная инспекция Курской области,3,Untimely (poor-quality) maintenance of an apartment building
454,"I ask you to organize the repair of an asphalt road (Magistralnaya Street) from the turn of the Kursk - Zolotukhino highway to the railway crossing (station 521 km) and from the railway crossing to the village of Volobuyevo (Kursky district, Kamyshinsky village council). The road surface does not meet regulatory requirements, which threatens road safety. The indicated road has multiple, deep pits that threaten the life and health of the inhabitants of the village of Volobuyevo and summer residents. In the response of the Committee of Transport and Highways of the Kursk Region dated May 27, 2021, signed by the chairman of the committee, it is indicated that the state contract for road maintenance has not been concluded, and the old contract is being terminated. The above indicates that timely measures by the committee to ensure proper maintenance of the road have not been taken. I ask you to inform me about the results of consideration of this appeal within the time period established by law. Sincerely, Grishchenko A.V.","<p>Прошу организовать ремонт асфальтированной автомобильной дороги (ул. Магистральная) от поворота автомобильной дороги Курск - Золотухино до железнодорожного переезда (станция 521 км) и&nbsp;от железнодорожного переезда до деревни Волобуево (Курский район, Камышинский сельсовет). Дорожное покрытие несоответствует нормативным требованиям, что угрожает безопасности дорожного движения. Указанная дорога имеет множественные, глубокие ямы, которые угрожают жизни и здоровью жителей деревни Волобуево и дачников. В ответе комитета транспорта и автомобильных дорог Курской области от 27.05.2021, за подписью председателя комитета указано, что государственный контракта на обслуживание дороги не заключен, а старый контракт находится в стадии расторжения. Указанное свидетельствует, что своевременные меры комитетом для обеспечения надлежащего обслуживания дороги не приняты. О результатах рассмотрения данного обращения прошу меня проинформировать в установленный законом срок.</p><p>С уважением, Грищенко А.В.</p>",Нарушение дорожного покрытия (ямы)  на дорогах в границах городских округов и сельских поселений,Администрация Курского района,0,Violation of the road surface (pits) on the roads within the boundaries of urban districts and rural settlements
